,result,table,_start,_stop,_time,_value,_field,_measurement,fw_version,node,phase
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:15.609474765Z,62.32,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:20.610405691Z,62.19,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:25.604949765Z,62.17,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:30.615275258Z,62.17,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:35.612492698Z,62.18,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:40.616144971Z,62.17,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:45.610129272Z,62.21,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:50.62044832Z,62.21,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:55.614924264Z,62.25,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:00.61869674Z,62.16,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:05.606602871Z,62.16,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:10.619383768Z,62.22,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:15.623183872Z,62.31,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
