,result,table,_start,_stop,_time,_value,_field,_measurement,sensor
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:15:23.798411604Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:15:31.610788438Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:15:39.642720884Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:15:47.67041225Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:15:55.910703829Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:03.438585064Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:11.545859829Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:19.57701678Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:27.604754657Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:35.814670652Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:43.843901094Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:51.484344448Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:16:59.516309582Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:17:07.543883083Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:17:15.751222644Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:17:23.778543547Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:17:32.035489639Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:17:39.565458536Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:17:47.59746472Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:17:55.68958587Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:18:03.719980883Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:18:11.970759442Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:18:19.508403621Z,0,alerts,suricata_stats,bravo
